"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","ADZ83-1.1","ADZ83-2.1","ADZ83-3.1","ADZ74-1.1","ADZ74-2.1","ADZ74-3.1"
"WBGene00010447",0.5155585,-0.2317858,0.311079,-0.6570155,0.5111709,NA,"NotSig","K01A6.5",0,0,0,0,0,3.093351
"WBGene00011728",0.2577793,-0.1572855,0.3084276,-0.4368351,0.6622309,NA,"NotSig","T12A7.7",0,0,0,0,0,1.546676
"WBGene00011724",0.6200532,-0.2449749,0.3143979,-0.7253943,0.4682102,NA,"NotSig","scl-18",0,0,0,3.720319,0,0
"WBGene00011726",1.774266,0.832909,0.4964455,1.900788,0.05732981,NA,"NotSig","lpr-2",1.06121,4.648403,4.935981,0,0,0
"WBGene00197997",0.3098935,0.1335028,0.3084276,0.4201782,0.6743553,NA,"NotSig","H01G02.9",0,1.859361,0,0,0,0
"WBGene00199259",0.3100266,-0.1572855,0.3084276,-0.4820193,0.6297922,NA,"NotSig","H01G02.12",0,0,0,1.86016,0,0
"WBGene00010349",0.2742212,0.1335028,0.3084276,0.381079,0.7031446,NA,"NotSig","dyf-18",0,0,1.645327,0,0,0
"WBGene00045108",1.30119,-0.5442481,0.4296105,-1.426978,0.1535861,NA,"NotSig","H01G02.4",0,0,0,0,6.260466,1.546676
"WBGene00219602",0.8692952,-0.07564202,0.3784596,-0.2003641,0.8411958,NA,"NotSig","linc-151",2.12242,0,0,0,0,3.093351
"WBGene00195569",0.6279578,0.2716593,0.3453132,0.7685791,0.4421432,NA,"NotSig","M117.9",2.12242,0,1.645327,0,0,0
"WBGene00199485",1.008534,-0.1590135,0.4390156,-0.375678,0.7071563,NA,"NotSig","M117.11",1.06121,0.9296806,0,0.9300798,3.130233,0
"WBGene00045009",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","M117.8",0,0,0,0.9300798,0,0
"WBGene00010921",0.4649068,0.0534194,0.310507,0.1820313,0.8555581,NA,"NotSig","fbxb-4",0,1.859361,0,0.9300798,0,0
"WBGene00044768",0.4031108,0.05408727,0.3094379,0.1437784,0.8856755,NA,"NotSig","M117.7",0,0,1.645327,0,0,0.7733378
"WBGene00219939",0.1768683,0.06080571,0.3084276,0.1971434,0.8437153,NA,"NotSig","F38H4.16",1.06121,0,0,0,0,0
"WBGene00197534",0.3098935,0.1335028,0.3084276,0.4201782,0.6743553,NA,"NotSig","F38H4.13",0,1.859361,0,0,0,0
"WBGene00196375",0.2577793,-0.1572855,0.3084276,-0.4368351,0.6622309,NA,"NotSig","C29E6.11",0,0,0,0,0,1.546676
"WBGene00196164",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","C29E6.10",0,0,0,0.9300798,0,0
"WBGene00196079",0.8062216,0.1143792,0.3700991,0.2810243,0.7786918,NA,"NotSig","C29E6.9",0,0,3.290654,0,0,1.546676
"WBGene00219327",1.070148,0.02707142,0.3983492,0.06962817,0.9444896,NA,"NotSig","ZK822.9",0,0,3.290654,0,3.130233,0
"WBGene00219456",1.187859,-0.5238098,0.4237524,-1.37473,0.169215,NA,"NotSig","ZK822.10",0,0,0,5.580479,0,1.546676
"WBGene00194665",1.266247,-0.1269087,0.4684602,-0.2761522,0.7824312,NA,"NotSig","ZK822.8",1.06121,1.859361,0,0,3.130233,1.546676
"WBGene00044009",0.2577793,-0.1572855,0.3084276,-0.4368351,0.6622309,NA,"NotSig","ZK822.6",0,0,0,0,0,1.546676
"WBGene00014093",0.2577793,-0.1572855,0.3084276,-0.4368351,0.6622309,NA,"NotSig","ZK829.1",0,0,0,0,0,1.546676
"WBGene00202480",0.7258927,-0.336415,0.3585853,-0.9140357,0.3606981,NA,"NotSig","ZK829.13",0,0,0,2.790239,1.565117,0
"WBGene00004971",1.925391,-0.5630108,0.5018144,-1.173281,0.240683,NA,"NotSig","spe-17",0,0,1.645327,3.720319,0,6.186702
"WBGene00235284",0.1288896,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","T12G3.11",0,0,0,0,0,0.7733378
"WBGene00200018",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","T12G3.9",0,0,0,0.9300798,0,0
"WBGene00198475",0.1288896,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","K08E4.10",0,0,0,0,0,0.7733378
"WBGene00010669",0.5676728,0.007904005,0.3315594,0.02191162,0.9825185,NA,"NotSig","bath-37",0,1.859361,0,0,0,1.546676
"WBGene00045036",0.8754422,-0.05607772,0.3751766,-0.1553936,0.876511,NA,"NotSig","K08E4.7",2.12242,0,0,0,3.130233,0
"WBGene00200968",0.3537366,0.1335028,0.3084276,0.4631437,0.6432614,NA,"NotSig","B0001.12",2.12242,0,0,0,0,0
